booth,remote,station,line_name,division,station_id,station_id_2,station_id_3,station_name,complex_id,complex_name,prior_remotes,prior_station_names,poe_loc,omny_id,booth_status,tracked_as,location
K024,R403,FOREST AVE,M,BMT,110,,,Forest Av,110,,,FOREST AV,,,,,Putnam Ave
K025,R404,FRESH POND RD,M,BMT,109,,,Fresh Pond Rd,109,,,FRESH POND ROAD,,,,,Fresh Pond Rd
K026,R100,METROPOLITAN AV,M,BMT,108,,,Middle Village-Metropolitan Av,108,,,,,,,,Metropolitan Ave
N001,R173,INWOOD-207 ST,A,IND,143,,,Inwood-207 St,143,,,207 ST/WASH HTS,,,,,W 211th St
N002,R173,INWOOD-207 ST,A,IND,143,,,Inwood-207 St,143,,,,,,Closed,,W 207th-W 211th Sts
N002A,R173,INWOOD-207 ST,A,IND,143,,,Inwood-207 St,143,,,207 ST/WASH HTS,,,,,W 207th St
N003,R185,DYCKMAN ST,A,IND,144,,,Dyckman St,144,,,DYCKMAN-200 ST,,,,,S/B Dyckman St
N004,R185,DYCKMAN ST,A,IND,144,,,Dyckman St,144,,,,,,Exit-only,N003,N/B Dyckman St
N005,R280,190 ST,A,IND,145,,,190 St,145,,,,,,Closed,,Bennett Ave
N006,R280,190 ST,A,IND,145,,,190 St,145,,,,,,Closed,,Cabrini Blvd
N006A,R280,190 ST,A,IND,145,,,190 St,145,,,,,,,,W 193rd St
N007,R174,181 ST,A,IND,146,,,181 St,146,,,,,,Closed,,Overlook Terrace
N007A,R174,181 ST,A,IND,146,,,181 St,146,,,,,,,,W 184th St
N008,R174,181 ST,A,IND,146,,,181 St,146,,,,,,Closed,,Fort Washington Ave
N009,R174,181 ST,A,IND,146,,,181 St,146,,,,,,,,W 181st St
N010,R126,175 ST,A,IND,147,,,175 St,147,,,,,,,,W 177th St
N011,R126,175 ST,A,IND,147,,,175 St,147,,,,,,,,W 175th St
N012,R035,168 ST,AC1,IND,148,,,168 St,605,168 St - Washington Hts,,168 ST-BROADWAY,,,,,W 169th St
N013,R035,168 ST,AC1,IND,148,,,168 St,605,168 St - Washington Hts,,168 ST-BROADWAY,,,,,W 168th St
N014,R035,168 ST,AC1,IND,148,,,168 St,605,168 St - Washington Hts,,,,,Closed,,W 167th St
N015,R296,163 ST-AMSTERDM,C,IND,149,,,163 St-Amsterdam Av,149,,,,,,Closed,,Amsterdam Ave
N016A,R296,163 ST-AMSTERDM,C,IND,149,,,163 St-Amsterdam Av,149,,,,1676,,,,W 161st St
N017,R331,155 ST,C,IND,150,,,155 St,150,,,,,,,,W 155th St
N018,R331,155 ST,C,IND,150,,,155 St,150,,,,,,Closed,,W 153rd St
N019,R101,145 ST,ABCD,IND,151,,,145 St,151,,,,,,,,W 147th St
N020,R101,145 ST,ABCD,IND,151,,,145 St,151,,,,,,,,W 145th St
N021,R332,135 ST,BC,IND,152,,,135 St,152,,,,,,,N023,N/B W 137th St
N022,R332,135 ST,BC,IND,152,,,135 St,152,,,135TH STREET,,,,,S/B W 137th St
N023,R332,135 ST,BC,IND,152,,,135 St,152,,,135TH STREET,,,,,N/B W 135th St
N024,R332,135 ST,BC,IND,152,,,135 St,152,,,135TH STREET,,,,,S/B W 135th St
N025,R102,125 ST,ACBD,IND,153,,,125 St,153,,,,,,,,W 127th St
N026,R102,125 ST,ACBD,IND,153,,,125 St,153,,,,1684,,,,W 125th St
N027,R333,116 ST,BC,IND,154,,,116 St,154,,,,,,Closed,,N/B W 118th St
N028,R333,116 ST,BC,IND,154,,,116 St,154,,,,,,Closed,,S/B W 118th St
N029,R333,116 ST,BC,IND,154,,,116 St,154,,,,,,,,N/B W 116th St
N030,R333,116 ST,BC,IND,154,,,116 St,154,,,,,,,,S/B W 116th St
N031,R334,CATHEDRAL PKWY,BC,IND,155,,,Cathedral Pkwy (110 St),155,,,,,,Closed,,N/B W 111th St
N032,R334,CATHEDRAL PKWY,BC,IND,155,,,Cathedral Pkwy (110 St),155,,,,,,Closed,,S/B W 111th St
N033,R334,CATHEDRAL PKWY,BC,IND,155,,,Cathedral Pkwy (110 St),155,,,,,,Closed,,N/B W 110th St
N034,R334,CATHEDRAL PKWY,BC,IND,155,,,Cathedral Pkwy (110 St),155,,,"110 ST-CATHEDRL,CATHEDRL-110 ST",,,,,S/B W 110th St
N035,R334,CATHEDRAL PKWY,BC,IND,155,,,Cathedral Pkwy (110 St),155,,,"110 ST-CATHEDRL,CATHEDRL-110 ST",,,,,W 109th St
N036,R314,103 ST,BC,IND,156,,,103 St,156,,,,,,Closed,,W 104th St
N037,R314,103 ST,BC,IND,156,,,103 St,156,,,,,,,,W 103rd St
N038,R314,103 ST,BC,IND,156,,,103 St,156,,,,,,Closed,,W 102nd St
N039,R251,96 ST,BC,IND,157,,,96 St,157,,,,,,,,W 97th St
N040,R251,96 ST,BC,IND,157,,,96 St,157,,,,,,,,W 96th St
N041,R251,96 ST,BC,IND,157,,,96 St,157,,,,,,Closed,,W 95th St
N042,R186,86 ST,BC,IND,158,,,86 St,158,,,,,,,N043,W 88th St
N043,R186,86 ST,BC,IND,158,,,86 St,158,,,,,,,,W 86th St
N044,R187,81 ST-MUSEUM,BC,IND,159,,,81 St-Museum of Natural History,159,,,,,494,,,W 81st St
N045,R187,81 ST-MUSEUM,BC,IND,159,,,81 St-Museum of Natural History,159,,,,,495,,,W 78th St
N046,R281,72 ST,BC,IND,160,,,72 St,160,,,,1696,496,,,W 72nd St
N046A,R281,72 ST,BC,IND,160,,,72 St,160,,,,,,Closed,,W 71st St
N047,R281,72 ST,BC,IND,160,,,72 St,160,,,,,,,N046,W 70th St
N048,R084,59 ST COLUMBUS,ABCD1,IND,161,,,59 St-Columbus Circle,614,59 St - Columbus Circle,,59 ST-COLUMBUS,,,Closed,,W 61st St
N049,R084,59 ST COLUMBUS,ABCD1,IND,161,315,,59 St-Columbus Circle,614,59 St - Columbus Circle,,59 ST-COLUMBUS,1697,421,,,W 60th St
N049A,R084,59 ST COLUMBUS,ABCD1,IND,161,315,,59 St-Columbus Circle,614,59 St - Columbus Circle,,59 ST-COLUMBUS,,,,N049,W 60th St N/S
N051,R084,59 ST COLUMBUS,ABCD1,IND,161,315,,59 St-Columbus Circle,614,59 St - Columbus Circle,,59 ST-COLUMBUS,1698,,,,W 58th St
N052,R188,50 ST,CE,IND,162,,,50 St,162,,,,,,Closed,,N/B W 52nd St
N053,R188,50 ST,CE,IND,162,,,50 St,162,,,,,,Closed,,S/B W 52nd St
N054,R188,50 ST,CE,IND,162,,,50 St,162,,,,,,,N056,N/B W 51st St
N055,R188,50 ST,CE,IND,162,,,50 St,162,,,,,,Closed,,S/B W 51st St
N056,R188,50 ST,CE,IND,162,,,50 St,162,,,,1699,538,,,N/B W 50th St
N057,R188,50 ST,CE,IND,162,,,50 St,162,,,,1700,539,,,S/B W 50th St
N060,R010,42 ST-PORT AUTH,ACENGRS1237W,IND,163,,,42 St-Port Authority Bus Terminal,611,Times Sq - 42 St / Port Authority Bus Terminal,,"42 STREET,42 ST,42 ST-PA BUS TE",,,,,W 44th St
N062,R011,42 ST-PORT AUTH,ACENQRS1237W,IND,163,,,42 St-Port Authority Bus Terminal,611,Times Sq - 42 St / Port Authority Bus Terminal,,"42 STREET,42 ST,42 ST-PA BUS TE",,,,,W 41st St
N062A,R010,42 ST-PORT AUTH,ACENQRS1237W,IND,163,,,42 St-Port Authority Bus Terminal,611,Times Sq - 42 St / Port Authority Bus Terminal,,"42 STREET,42 ST,42 ST-PA BUS TE",2124,,,,W 42nd St
N063,R011,42 ST-PORT AUTH,ACENQRS1237W,IND,163,,,42 St-Port Authority Bus Terminal,611,Times Sq - 42 St / Port Authority Bus Terminal,,"42 STREET,42 ST,42 ST-PA BUS TE",,,,,W 40th St
N063A,R011,42 ST-PORT AUTH,ACENQRS1237W,IND,163,,,42 St-Port Authority Bus Terminal,611,Times Sq - 42 St / Port Authority Bus Terminal,,"42 STREET,42 ST,42 ST-PA BUS TE",,,,,W 40th St N/S
N064,R012,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,,,Closed,,W 35th St
N065,R012,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,,,Closed,,W 34th St
N067,R012,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,2128,324,,,W 33rd St
N067A,R012,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,,,Closed,,
N068,R012,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,,325,,,N/B W 35th St
N069,R013,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,2131,326,,,S/B W 35th St
N070,R012,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,,327,,,N/B W 34th St
N071,R013,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,,328,,,S/B W 34th St
N072,R012,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,,329,,,N/B W 33rd St
N073,R013,34 ST-PENN STA,ACE,IND,164,,,34 St-Penn Station,164,,,,2135,330,,,S/B W 33rd St
N074,R111,23 ST,CE,IND,165,,,23 St,165,,,,,,,N076,N/B W 25th St
N075,R111,23 ST,CE,IND,165,,,23 St,165,,,,,,,,S/B W 25th St
N076,R111,23 ST,CE,IND,165,,,23 St,165,,,,,,,,N/B W 23rd St
N077,R111,23 ST,CE,IND,165,,,23 St,165,,,,1703,542,,,S/B W 23rd St
N078,R175,14 ST,ACEL,IND,166,,,14 St,618,14 St / 8 Av,,,1704,548,,,W 16th St
N079,R175,14 ST,ACEL,IND,166,,,14 St,618,14 St / 8 Av,,,,,,H001,W 15th St
N080,R138,W 4 ST-WASH SQ,ABCDEFM,IND,167,,,W 4 St-Wash Sq,167,,,,1706,518,,,N/B Waverly Pl
N081,R138,W 4 ST-WASH SQ,ABCDEFM,IND,167,,,W 4 St-Wash Sq,167,,,,,,,N080,S/B Waverly Pl
N083,R138,W 4 ST-WASH SQ,ABCDEFM,IND,167,,,W 4 St-Wash Sq,167,,,,1707,563,,,W 3rd St
N084,R282,SPRING ST,CE,IND,168,,,Spring St,168,,,,,,Closed,,N/B Prince St
N085,R282,SPRING ST,CE,IND,168,,,Spring St,168,,,,,,Closed,,S/B Charlton St
N086,R282,SPRING ST,CE,IND,168,,,Spring St,168,,,,,,,,N/B Spring St
N087,R282,SPRING ST,CE,IND,168,,,Spring St,168,,,,1710,,,,S/B Spring St
N087A,R282,SPRING ST,CE,IND,168,,,Spring St,168,,,,,,,N087,S/B Vandam St
N088,R139,CANAL ST,ACE,IND,169,,,Canal St,169,,,,,,,N089,Canal St
N089,R139,CANAL ST,ACE,IND,169,,,Canal St,169,,,,1711,,,,W Broadway
N090,R139,CANAL ST,ACE,IND,169,,,Canal St,169,,,,1712,,,,Walker St
N091,R029,CHAMBERS ST,ACE23,IND,170,,,Chambers St,624,Chambers St / WTC / Park Place / Cortlandt St,,,2136,,,,Chambers St
N092,R029,CHAMBERS ST,ACE23,IND,170,331,,Chambers St,624,Chambers St / WTC / Park Place / Cortlandt St,,,2137,567,,,Park Pl
N094,R029,WORLD TRADE CTR,ACE23,IND,171,,,World Trade Center,624,Chambers St / WTC / Park Place / Cortlandt St,,,2138,,,,Vesey St
N095,R014,FULTON ST,ACJZ2345,IND,172,412,,Fulton St,628,Fulton St,,BROADWAY-NASSAU,2139,,,,Broadway
N095A,R014,FULTON ST,2345ACJZ,IND,172,412,,Fulton St,628,Fulton St,,,2198,,,,Broadway
N098,R028,FULTON ST,2345ACJZ,IND,172,332,,Fulton St,628,Fulton St,,BROADWAY-NASSAU,2168,,,,William St
N100,R252,HIGH ST,AC,IND,173,,,High St,173,,,,,,,,Cadman Plaza W
N101,R252,HIGH ST,AC,IND,173,,,High St,173,,,,,,,,Brooklyn Bridge Blvd
N102,R127,JAY ST-METROTEC,ACF,IND,174,,,Jay St-MetroTech,636,Jay St - MetroTech,,JAY ST-BOROUGH,,,,,Myrtle Ave
N103,R127,JAY ST-METROTEC,ACF,IND,174,,,Jay St-MetroTech,636,Jay St - MetroTech,,JAY ST-BOROUGH,,,,,Willoughby St
N108,R217,HOYT-SCHER,ACG,IND,175,,,Hoyt-Schermerhorn Sts,175,,,HOYT/SCHERMER,1717,,,,Hoyt-Bond Sts
N110,R283,LAFAYETTE AV,C,IND,176,,,Lafayette Av,176,,,LAFAYETTE AVE,1718,,,,S Oxford St
N111,R284,CLINTON-WASH AV,C,IND,177,,,Clinton-Washington Avs,177,,,,1719,,,,N/B Clinton Ave
N111A,R284,CLINTON-WASH AV,C,IND,177,,,Clinton-Washington Avs,177,,,,1720,,,N111,N/B Washington Ave
N112,R284,CLINTON-WASH AV,C,IND,177,,,Clinton-Washington Avs,177,,,,,,,N112A,S/B Clinton Ave
N112A,R284,CLINTON-WASH AV,C,IND,177,,,Clinton-Washington Avs,177,,,,,,,,S/B Washington Ave
N113,R297,FRANKLIN AV,ACS,IND,178,,,Franklin Av,627,Franklin Av,,FRANKLIN AVE,,,,,N/B Franklin Ave
N113A,R297,FRANKLIN AV,ACS,IND,178,,,Franklin Av,627,Franklin Av,,FRANKLIN AVE,,,Closed,,N/B Classon Ave
N114,R297,FRANKLIN AV,ACS,IND,178,139,,Franklin Av,627,Franklin Av,,FRANKLIN AVE,,,,,S/B Franklin Ave
N114A,R297,FRANKLIN AV,ACS,IND,178,,,Franklin Av,627,Franklin Av,,FRANKLIN AVE,,,Closed,,S/B Classon Ave
N115,R198,NOSTRAND AV,AC,IND,179,,,Nostrand Av,179,,,NOSTRAND AVE,,,,N116,Bedford Ave
N116,R198,NOSTRAND AV,AC,IND,179,,,Nostrand Av,179,,,NOSTRAND AVE,,,,,N/B Nostrand Ave
N117,R198,NOSTRAND AV,AC,IND,179,,,Nostrand Av,179,,,NOSTRAND AVE,,,,,S/B Nostrand Ave
N118,R199,KINGSTON-THROOP,C,IND,180,,,Kingston-Throop Avs,180,,,,,,,,S/B Kingston Ave
N119,R199,KINGSTON-THROOP,C,IND,180,,,Kingston-Throop Avs,180,,,,,,,,N/B Throop Ave
N120,R153,UTICA AV,AC,IND,181,,,Utica Av,181,,,UTICA AVE,,,,,Utica Ave
N120A,R153,UTICA AV,AC,IND,181,,,Utica Av,181,,,UTICA AVE,,,,,Stuyvesant Ave
N121B,R438,RALPH AV,C,IND,182,,,Ralph Av,182,,,RALPH AVE,,,,,Ralph Ave
N121C,R438,RALPH AV,C,IND,182,,,Ralph Av,182,,,RALPH AVE,,,Closed,,Howard Ave
N122,R439,ROCKAWAY AV,C,IND,183,,,Rockaway Av,183,,,ROCKAWAY AVE,,,,,Thomad S Boyland St
N123A,R439,ROCKAWAY AV,C,IND,183,,,Rockaway Av,183,,,ROCKAWAY AVE,,,Exit-only,N123B,S/B Rockaway Ave
N123B,R439,ROCKAWAY AV,C,IND,183,,,Rockaway Av,183,,,ROCKAWAY AVE,,,,,N/B Rockaway Ave
N124,R103,BROADWAY JCT,ACJLZ,IND,184,92,132,Broadway Junction,621,Broadway Junction,,BROADWAY-ENY,,,,,Van Sinderen Ave
N125,R440,LIBERTY AV,C,IND,185,,,Liberty Av,185,,,LIBERTY AVE,,,,,Liberty Ave
N126,R441,VAN SICLEN AVE,C,IND,186,,,Van Siclen Av,186,,,VAN SICLEN AV,,,,,Van Siclen Ave
N127,R442,SHEPHERD AV,C,IND,187,,,Shepherd Av,187,,,SHEPHERD AVE,,,,,Shepherd Ave
N128,R200,EUCLID AV,AC,IND,188,,,Euclid Av,188,,,EUCLID AVE,,,,,Euclid Ave
N129,R382,GRANT AV,A,IND,189,,,Grant Av,189,,,GRANT AVE,,,,,Grant Ave
N130,R383,80 ST,A,IND,190,,,80 St,190,,,HUDSON-80 ST,,,,,77th St
N131,R383,80 ST,A,IND,190,,,80 St,190,,,HUDSON-80 ST,,,,,80th St
N132,R384,88 ST,A,IND,191,,,88 St,191,,,BOYD-88 ST,,,Closed,,86th St
N133,R384,88 ST,A,IND,191,,,88 St,191,,,BOYD-88 ST,,,,,88th St
N134,R385,ROCKAWAY BLVD,A,IND,192,,,Rockaway Blvd,192,,,,,,,,94th St
N135,R385,ROCKAWAY BLVD,A,IND,192,,,Rockaway Blvd,192,,,,,,,,96th St
N136,R354,104 ST,A,IND,193,,,104 St,193,,,OXFORD-104 ST,,,,N137,102nd St
N137,R354,104 ST,A,IND,193,,,104 St,193,,,OXFORD-104 ST,,,,,104th St
N138,R355,111 ST,A,IND,194,,,111 St,194,,,GREENWOOD-111,,,,,109th St
N139,R355,111 ST,A,IND,194,,,111 St,194,,,GREENWOOD-111,,,,,111th St
N141,R356,OZONE PK LEFFRT,A,IND,195,,,Ozone Park-Lefferts Blvd,195,,,LEFFERTS BLVD,,,,,Lefferts Blvd
N181,R357,AQUEDUCT N.COND,A,IND,197,,,Aqueduct-N Conduit Av,197,,,AQUEDUCT-N CNDT,,,Closed,,N Conduit Ave
N181A,R464,AQUEDUCT RACETR,A,IND,196,,,Aqueduct Racetrack,196,,,"AQUEDUCT,AQUEDUCT TRACK",,,,,N/B Pitkin Ave
N182,R414,HOWARD BCH JFK,A,IND,198,,,Howard Beach-JFK Airport,198,,,HOWARD BCH-JFK,,,,,
N182A,R414,HOWARD BCH JFK,A,IND,198,,,Howard Beach-JFK Airport,198,,,HOWARD BCH-JFK,,,Closed,,
N183,R415,BROAD CHANNEL,AS,IND,199,,,Broad Channel,199,,,,,,Closed,,Noel Rd
N184,R416,BEACH 90 ST,AS,IND,200,,,Beach 90 St,200,,,HOLLAND-B 90 ST,,,,,Beach 90th St
N185,R417,BEACH 98 ST,AS,IND,201,,,Beach 98 St,201,,,PLAYLAND-B 98,,,,,Beach 98th St
N186,R418,BEACH 105 ST,AS,IND,202,,,Beach 105 St,202,,,SEASIDE-B 105,,,,,Beach 105th St
N187,R419,ROCKAWAY PARK B,AS,IND,203,,,Rockaway Park-Beach 116 St,203,,,ROCKAWAY PK 116,,,,,Beach 116th St
N191,R335,BEACH 67 ST,A,IND,204,,,Beach 67 St,204,,,GASTON AV,,,,,Beach 67th St
N192,R336,BEACH 60 ST,A,IND,205,,,Beach 60 St,205,,,STRAITON AV,,,,,Beach 59th St
N193,R337,BEACH 44 ST,A,IND,206,,,Beach 44 St,206,,,FRANK AV,,,,,Beach 44th St
N194,R338,BEACH 36 ST,A,IND,207,,,Beach 36 St,207,,,EDGMERE,,,,,Beach 36th St
N195,R358,BEACH 25 ST,A,IND,208,,,Beach 25 St,208,,,WAVECREST-B 25,,,,,Beach 25th St
N196,R285,FAR ROCKAWAY,A,IND,209,,,Far Rockaway-Mott Av,209,,,,,,,,Mott Ave
N201,R315,155 ST,BD,IND,220,,,155 St,220,,,,,,Closed,,Edgecomb Ave
N202,R315,155 ST,BD,IND,220,,,155 St,220,,,,,,,,Frederick Douglass Blvd
N203,R195,161/YANKEE STAD,BD4,IND,219,,,161 St-Yankee Stadium,604,161 St - Yankee Stadium,,161 ST-YANKEE,,340,,,River Ave
N204,R195,161/YANKEE STAD,BD4,IND,219,,,161 St-Yankee Stadium,604,161 St - Yankee Stadium,,161 ST-YANKEE,,,Closed,,
N205,R195,161/YANKEE STAD,BD4,IND,219,,,161 St-Yankee Stadium,604,161 St - Yankee Stadium,,161 ST-YANKEE,,,,,Walton Ave
N206,R104,167 ST,BD,IND,218,,,167 St,218,,,,,,,,S/B McClellan St
N206A,R104,167 ST,BD,IND,218,,,167 St,218,,,,,,Exit-only,N206,N/B McClellan St
N207,R104,167 ST,BD,IND,218,,,167 St,218,,,,,,,,E 167th St
N208,R443,170 ST,BD,IND,217,,,170 St,217,,,,,,,,S/B E 170th St
N208A,R443,170 ST,BD,IND,217,,,170 St,217,,,,,,Exit-only,N208,N/B E 170th St
N209,R443,170 ST,BD,IND,217,,,170 St,217,,,,,,,,E 171st St
N210,R253,174-175 STS,BD,IND,216,,,174-175 Sts,216,,,174-175 ST,,,,,E 174th St
N211,R253,174-175 STS,BD,IND,216,,,174-175 Sts,216,,,174-175 ST,,,Closed,,E 175th St LL
N212,R253,174-175 STS,BD,IND,216,,,174-175 Sts,216,,,174-175 ST,,,,,E 175th St
N213,R154,TREMONT AV,BD,IND,215,,,Tremont Av,215,,,TREMONT AVE,,,,,Echo Pl
N214,R154,TREMONT AV,BD,IND,215,,,Tremont Av,215,,,TREMONT AVE,,,,N213,E 179th St
N215,R237,182-183 STS,BD,IND,214,,,182-183 Sts,214,,,182-183 ST,,,,,E 182nd St
N215A,R237,182-183 STS,BD,IND,214,,,182-183 Sts,214,,,182-183 ST,,,Closed,,Anthony Ave
N216,R237,182-183 STS,BD,IND,214,,,182-183 Sts,214,,,182-183 ST,,,Closed,,E 183rd St
N217,R112,FORDHAM RD,BD,IND,213,,,Fordham Rd,213,,,FORDHAM ROAD,,,,,E 188th St
N218,R112,FORDHAM RD,BD,IND,213,,,Fordham Rd,213,,,FORDHAM ROAD,,,,,E Fordham Rd E/S
N219,R112,FORDHAM RD,BD,IND,213,,,Fordham Rd,213,,,FORDHAM ROAD,,,Closed,,E Fordham Rd W/S
N220,R155,KINGSBRIDGE RD,BD,IND,212,,,Kingsbridge Rd,212,,,,,,,,E Kingsbridge Rd
N221,R155,KINGSBRIDGE RD,BD,IND,212,,,Kingsbridge Rd,212,,,,,,,,E 196th St
N222,R156,BEDFORD PK BLVD,BD,IND,211,,,Bedford Park Blvd,211,,,BEDFORD PARK BL,,,,,Bedford Park Blvd
N223,R156,BEDFORD PK BLVD,BD,IND,211,,,Bedford Park Blvd,211,,,BEDFORD PARK BL,,,,,E 203rd St
N224,R157,NORWOOD 205 ST,D,IND,210,,,Norwood-205 St,210,,,"205 ST,NORWOOD-205 ST",,,,,Bainbridge Ave
N225,R157,NORWOOD 205 ST,D,IND,210,,,Norwood-205 St,210,,,"205 ST,NORWOOD-205 ST",,,,,Perry Ave
N300,R113,7 AV,BDE,IND,277,,,7 Av,277,,,7 AVE-53 ST,1782,498,,,Broadway
N301,R113,7 AV,BDE,IND,277,,,7 Av,277,,,7 AVE-53 ST,,499,,,7th Ave
N303,R015,5 AV/53 ST,EM,IND,276,,,5 Av/53 St,276,,,"FIFTH AVE,5 AVE-53 ST",2141,765,,,5th Ave
N304,R015,5 AV/53 ST,EM,IND,276,,,5 Av/53 St,276,,,"FIFTH AVE,5 AVE-53 ST",,766,,,Madison Ave
N304A,R015,5 AV/53 ST,EM,IND,276,,,5 Av/53 St,276,,,"FIFTH AVE,5 AVE-53 ST",,,,N304,Madison Ave NE cnr
N305,R017,LEXINGTON AV/53,EM6,IND,275,,,Lexington Av/53 St,612,51 St - Lexington Av / 53 St,,"LEXINGTON-3RD,LEXINGTON-53 ST",,,,,Lexington Ave
N305A,R016,LEXINGTON AV/53,EM6,IND,275,401,,Lexington Av/53 St,612,51 St - Lexington Av / 53 St,,"LEXINGTON-3RD,LEXINGTON-53 ST",,,,,E 52nd St
N305B,R016,LEXINGTON AV/53,EM6,IND,275,401,,Lexington Av/53 St,612,51 St - Lexington Av / 53 St,,"LEXINGTON-3RD,LEXINGTON-53 ST",,,,N305A,E 52nd St N/S
N306,R017,LEXINGTON AV/53,EM6,IND,275,,,Lexington Av/53 St,612,51 St - Lexington Av / 53 St,,"LEXINGTON-3RD,LEXINGTON-53 ST",,,,,3rd Ave E/S
N306A,R017,LEXINGTON AV/53,EM6,IND,275,,,Lexington Av/53 St,612,51 St - Lexington Av / 53 St,,"LEXINGTON-3RD,LEXINGTON-53 ST",,,,N306,3rd Ave W/S
N307,R359,COURT SQ-23 ST,EMG,IND,274,,,Court Sq-23 St,606,Court Sq - 23 St,,23 ST-ELY AV,,,,,21st St
N308,R359,COURT SQ-23 ST,EMG,IND,274,,,Court Sq-23 St,606,Court Sq - 23 St,,23 ST-ELY AV,,,,N307,23rd St
N309A,R140,QUEENS PLAZA,EMR,IND,273,,,Queens Plaza,273,,,,,,,,Queens Blvd
N310,R140,QUEENS PLAZA,EMR,IND,273,,,Queens Plaza,273,,,,,,,,41st Ave
N311,R339,36 ST,MR,IND,272,,,36 St,272,,,,,,,,N/B 34th St
N312,R339,36 ST,MR,IND,272,,,36 St,272,,,,,,,,S/B 35th St
N312A,R339,36 ST,MR,IND,272,,,36 St,272,,,,,,,N312,S/B 36th St
N313,R339,36 ST,MR,IND,272,,,36 St,272,,,,,,,N311,N/B 36th St
N314,R238,STEINWAY ST,MR,IND,271,,,Steinway St,271,,,,,,,,34th Ave
N315,R238,STEINWAY ST,MR,IND,271,,,Steinway St,271,,,,,,,,Broadway
N316,R267,46 ST,MR,IND,270,,,46 St,270,,,,,,,,S/B 46th St
N316A,R267,46 ST,MR,IND,270,,,46 St,270,,,,,,,,S/B 48th St
N317,R267,46 ST,MR,IND,270,,,46 St,270,,,,,,,,N/B 46th St
N318,R298,NORTHERN BLVD,MR,IND,269,,,Northern Blvd,269,,,,,,,,S/B Northern Blvd
N319,R298,NORTHERN BLVD,MR,IND,269,,,Northern Blvd,269,,,,,,,,N/B Northern Blvd
N322,R340,65 ST,MR,IND,268,,,65 St,268,,,,,,,,65th St
N323,R018,JKSN HT-ROOSVLT,EFMR7,IND,267,,,Jackson Hts-Roosevelt Av,616,Jackson Hts-Roosevelt Av / 74 St,,ROOSEVELT AVE,,,,,37th Rd
N324,R018,JKSN HT-ROOSVLT,EFMR7,IND,267,,,Jackson Hts-Roosevelt Av,616,Jackson Hts-Roosevelt Av / 74 St,,ROOSEVELT AVE,,,,,Roosevelt Ave
N325A,R218,ELMHURST AV,MR,IND,266,,,Elmhurst Av,266,,,ELMHURST AVE,,,,,Britton-Elmhurst Aves
N327,R254,GRAND-NEWTOWN,MR,IND,265,,,Grand Av-Newtown,265,,,GRAND AV-NEWTON,,,,,Broadway
N329,R201,WOODHAVEN BLVD,MR,IND,264,,,Woodhaven Blvd,264,,,,,,,,Woodhaven Blvd
N329A,R201,WOODHAVEN BLVD,MR,IND,264,,,Woodhaven Blvd,264,,,,,,,,Horace Harding Blvd
N330,R202,63 DR-REGO PARK,MR,IND,263,,,63 Dr-Rego Park,263,,,,,,,,63rd Dr
N330B,R202,63 DR-REGO PARK,MR,IND,263,,,63 Dr-Rego Park,263,,,,,,Closed,,64th Ave
N330C,R202,63 DR-REGO PARK,MR,IND,263,,,63 Dr-Rego Park,263,,,,,,,,63rd Rd
N331,R219,67 AV,MR,IND,262,,,67 Av,262,,,67 AVE,,,,,67th Ave
N332,R219,67 AV,MR,IND,262,,,67 Av,262,,,67 AVE,,,,,67th Dr
N333,R141,FOREST HILLS 71,EFMR,IND,261,,,Forest Hills-71 Av,261,,,"71 ST-CONTINENT,FOREST HILLS-71",,,,,70th Rd
N333A,R141,FOREST HILLS 71,EFMR,IND,261,,,Forest Hills-71 Av,261,,,"71 ST-CONTINENT,FOREST HILLS-71",,,,,71st Ave W/S
N333B,R141,FOREST HILLS 71,EFMR,IND,261,,,Forest Hills-71 Av,261,,,"71 ST-CONTINENT,FOREST HILLS-71",,,,,71st Ave E/S
N334B,R341,75 AV,EF,IND,260,,,75 Av,260,,,75 AVE,,,,,75th Ave-75th Rd
N335,R158,KEW GARDENS,EF,IND,259,,,Kew Gardens-Union Tpke,259,,,UNION TPK-KEW G,,,,,78th Ave
N336,R158,KEW GARDENS,EF,IND,259,,,Kew Gardens-Union Tpke,259,,,UNION TPK-KEW G,,,,,80th Rd
N337,R255,BRIARWOOD,EF,IND,258,,,Briarwood,258,,,VAN WYCK BLVD,,,,,Main St
N338,R128,SUTPHIN BLVD,F,IND,257,,,Sutphin Blvd,257,,,,,,,,Sutphin Blvd
N338B,R128,SUTPHIN BLVD,F,IND,257,,,Sutphin Blvd,257,,,,,,,,144th St
N339,R114,PARSONS BLVD,F,IND,256,,,Parsons Blvd,256,,,,,,,,Parsons Blvd
